OrderID,OrderDate,CustomerID,Country,Channel,MarketingChannel,OrderStatus,ProductID,ProductName,Category,Quantity,UnitPrice,UnitCost,Discount,SalesAmount,CostAmount,MarketingSpend,ShippingTimeDays,ShippingCost,ProfitAmount,ReturnFlag,CustomerSegment
ORD100152,2024-04-02 16:45:23,CUST1079,India,Web,Social,Completed,P1034,Shampoo,Beauty,2,56.45,34.13,0.05,107.26,68.26,4.08,1,2.95,31.97,0,Returning
ORD100962,2024-04-03 06:18:40,CUST1436,United Kingdom,Web,Email,Completed,P1009,Blouse,Apparel,1,50.85,31.5,0.0,50.85,31.5,2.33,10,9.48,7.54,0,New
ORD100615,2024-04-04 12:32:40,CUST1759,United States,Web,Affiliate,Completed,P1018,Smart Light,Electronics,1,101.84,77.79,0.05,96.75,77.79,1.85,2,3.93,13.18,0,Loyal
ORD100035,2024-04-05 08:48:15,CUST1860,Canada,Mobile,Email,Completed,P1027,Rug,Home,1,47.51,22.67,0.0,47.51,22.67,1.71,1,2.54,20.59,0,New
ORD100035,2024-04-05 08:48:15,CUST1860,Canada,Mobile,Email,Completed,P1035,Conditioner,Beauty,2,15.58,8.75,0.05,29.6,17.5,3.24,5,4.12,4.74,0,New
ORD100489,2024-04-05 10:54:24,CUST1453,United Kingdom,Web,PPC,Completed,P1037,Face Mask,Beauty,1,0.81,0.56,0.1,0.73,0.56,2.95,1,2.42,-5.2,0,New
ORD100489,2024-04-05 10:54:24,CUST1453,United Kingdom,Web,PPC,Completed,P1024,Throw Pillow,Home,1,29.11,20.39,0.0,29.11,20.39,2.92,7,4.79,1.01,0,New
ORD100489,2024-04-05 10:54:24,CUST1453,United Kingdom,Web,PPC,Completed,P1020,Coffee Maker,Home,1,69.31,47.56,0.05,65.84,47.56,3.96,1,2.92,11.4,0,New
ORD100161,2024-04-05 11:05:34,CUST1741,India,Web,Organic,Completed,P1007,Dress,Apparel,1,55.35,26.32,0.05,52.58,26.32,0.8,1,2.83,22.63,0,Returning
ORD100161,2024-04-05 11:05:34,CUST1741,India,Web,Organic,Completed,P1024,Throw Pillow,Home,1,29.11,19.94,0.0,29.11,19.94,0.22,4,3.95,5.0,0,Returning
ORD100100,2024-04-06 03:51:57,CUST1857,United States,Mobile,Email,Completed,P1021,Air Fryer,Home,1,35.48,21.4,0.0,35.48,21.4,2.64,4,5.08,6.36,0,Loyal
ORD101028,2024-04-06 17:55:43,CUST1168,India,Web,Social,Completed,P1023,Blender,Home,1,11.51,8.37,0.0,11.51,8.37,4.95,3,3.97,-5.78,0,Returning
ORD101028,2024-04-06 17:55:43,CUST1168,India,Web,Social,Completed,P1005,Jacket,Apparel,1,35.32,26.07,0.0,35.32,26.07,5.28,1,3.19,0.78,0,Returning
ORD101028,2024-04-06 17:55:43,CUST1168,India,Web,Social,Completed,P1020,Coffee Maker,Home,1,69.31,39.48,0.15,58.91,39.48,3.8,2,3.94,11.69,0,Returning
ORD101028,2024-04-06 17:55:43,CUST1168,India,Web,Social,Completed,P1022,Vacuum,Home,1,41.35,30.93,0.0,41.35,30.93,3.44,7,10.26,-3.28,0,Returning
ORD100559,2024-04-08 10:50:24,CUST1486,India,Mobile,Organic,Completed,P1025,Curtain,Home,1,42.22,30.25,0.0,42.22,30.25,0.67,10,6.34,4.96,0,New
ORD100361,2024-04-08 14:25:00,CUST1743,Nigeria,Web,Organic,Returned,P1006,Socks,Apparel,1,71.58,32.38,0.0,71.58,32.38,0.98,5,4.47,33.75,1,New
ORD100749,2024-04-08 19:32:12,CUST1798,United Kingdom,Web,Email,Cancelled,P1034,Shampoo,Beauty,2,56.45,27.52,0.0,112.9,55.04,0.66,3,2.94,54.26,0,Returning
ORD100749,2024-04-08 19:32:12,CUST1798,United Kingdom,Web,Email,Cancelled,P1034,Shampoo,Beauty,1,56.45,36.81,0.0,56.45,36.81,0.61,1,2.71,16.32,0,Returning
ORD100762,2024-04-09 01:13:18,CUST1845,Germany,Web,Organic,Completed,P1026,Desk Lamp,Home,3,16.98,7.64,0.0,50.94,22.92,0.25,10,8.15,19.62,0,Returning
ORD101031,2024-04-09 04:53:44,CUST1916,Australia,Mobile,Social,Completed,P1002,Jeans,Apparel,2,52.95,27.37,0.0,105.9,54.74,0.1,7,5.96,45.1,0,New
ORD101031,2024-04-09 04:53:44,CUST1916,Australia,Mobile,Social,Completed,P1033,Perfume,Beauty,2,18.85,9.86,0.05,35.82,19.72,3.83,3,5.47,6.8,0,New
ORD101031,2024-04-09 04:53:44,CUST1916,Australia,Mobile,Social,Completed,P1001,Hoodie,Apparel,2,37.23,23.21,0.05,70.74,46.42,5.5,4,5.7,13.12,0,New
ORD101031,2024-04-09 04:53:44,CUST1916,Australia,Mobile,Social,Completed,P1025,Curtain,Home,1,42.22,23.53,0.0,42.22,23.53,4.53,2,3.15,11.01,0,New
ORD100622,2024-04-09 09:24:35,CUST1620,France,Web,PPC,Returned,P1006,Socks,Apparel,1,71.58,32.32,0.0,71.58,32.32,5.17,7,8.7,25.39,1,Loyal
ORD100313,2024-04-09 19:37:04,CUST1235,United Kingdom,Web,Organic,Returned,P1028,Cutlery Set,Home,1,27.99,19.3,0.0,27.99,19.3,0.83,2,3.69,4.17,1,Returning
ORD100452,2024-04-10 14:49:08,CUST1895,Australia,Web,Social,Completed,P1013,Phone Case,Electronics,1,81.73,56.54,0.05,77.64,56.54,3.19,5,4.83,13.08,0,Returning
ORD100452,2024-04-10 14:49:08,CUST1895,Australia,Web,Social,Completed,P1011,Bluetooth Speaker,Electronics,2,110.69,49.86,0.0,221.38,99.72,3.76,7,6.52,111.38,0,Returning
ORD100976,2024-04-10 15:58:57,CUST1156,United Kingdom,Mobile,Organic,Completed,P1032,Lipstick,Beauty,1,39.73,31.27,0.0,39.73,31.27,0.39,2,3.06,5.01,0,Returning
ORD100213,2024-04-11 16:23:03,CUST1511,India,Web,Organic,Returned,P1033,Perfume,Beauty,1,18.85,8.5,0.0,18.85,8.5,0.86,10,5.11,4.38,1,Loyal
ORD100213,2024-04-11 16:23:03,CUST1511,India,Web,Organic,Returned,P1010,Wireless Headphones,Electronics,1,110.73,75.95,0.05,105.19,75.95,0.12,2,3.93,25.19,1,Loyal
ORD101197,2024-04-12 18:02:01,CUST1689,Nigeria,Web,Email,Completed,P1028,Cutlery Set,Home,1,27.99,16.45,0.05,26.59,16.45,3.56,1,2.48,4.1,0,Returning
ORD101197,2024-04-12 18:02:01,CUST1689,Nigeria,Web,Email,Completed,P1020,Coffee Maker,Home,2,69.31,40.28,0.1,124.76,80.56,1.51,1,3.14,39.55,0,Returning
ORD100633,2024-04-12 22:25:46,CUST1855,India,Web,PPC,Completed,P1021,Air Fryer,Home,1,35.48,24.65,0.05,33.71,24.65,4.89,4,4.53,-0.36,0,New
ORD100633,2024-04-12 22:25:46,CUST1855,India,Web,PPC,Completed,P1017,Mouse,Electronics,1,126.28,75.09,0.0,126.28,75.09,1.13,2,4.38,45.68,0,New
ORD100633,2024-04-12 22:25:46,CUST1855,India,Web,PPC,Completed,P1008,Skirt,Apparel,1,30.61,20.4,0.05,29.08,20.4,3.95,2,3.46,1.27,0,New
ORD100188,2024-04-13 19:11:52,CUST1689,Australia,Web,PPC,Completed,P1002,Jeans,Apparel,1,52.95,26.01,0.0,52.95,26.01,1.83,1,2.46,22.65,0,Returning
ORD100140,2024-04-15 17:21:34,CUST1362,Canada,Mobile,PPC,Completed,P1026,Desk Lamp,Home,1,16.98,9.41,0.0,16.98,9.41,5.65,2,4.37,-2.45,0,Returning
ORD100140,2024-04-15 17:21:34,CUST1362,Canada,Mobile,PPC,Completed,P1001,Hoodie,Apparel,1,37.23,23.06,0.05,35.37,23.06,5.74,4,4.2,2.37,0,Returning
ORD100860,2024-04-16 00:42:09,CUST1205,India,Web,Organic,Completed,P1025,Curtain,Home,1,42.22,20.33,0.05,40.11,20.33,0.24,1,2.92,16.62,0,Loyal
ORD100750,2024-04-16 05:17:01,CUST1487,Canada,Web,Organic,Completed,P1029,Storage Box,Home,2,34.17,21.45,0.05,64.92,42.9,0.05,5,4.73,17.24,0,Returning
ORD100750,2024-04-16 05:17:01,CUST1487,Canada,Web,Organic,Completed,P1011,Bluetooth Speaker,Electronics,1,110.69,66.53,0.0,110.69,66.53,0.15,2,3.5,40.51,0,Returning
ORD100750,2024-04-16 05:17:01,CUST1487,Canada,Web,Organic,Completed,P1034,Shampoo,Beauty,1,56.45,27.34,0.1,50.81,27.34,0.65,10,11.59,11.23,0,Returning
ORD101146,2024-04-16 19:22:50,CUST1017,Brazil,Mobile,Affiliate,Completed,P1010,Wireless Headphones,Electronics,2,110.73,70.31,0.2,177.17,140.62,5.34,1,3.12,28.09,0,New
ORD101146,2024-04-16 19:22:50,CUST1017,Brazil,Mobile,Affiliate,Completed,P1038,Body Lotion,Beauty,1,13.44,10.41,0.05,12.77,10.41,5.19,1,2.53,-5.36,0,New
ORD101146,2024-04-16 19:22:50,CUST1017,Brazil,Mobile,Affiliate,Completed,P1010,Wireless Headphones,Electronics,1,110.73,54.7,0.1,99.66,54.7,0.36,10,12.22,32.38,0,New
ORD100095,2024-04-16 22:58:23,CUST1090,United Kingdom,Web,Email,Completed,P1002,Jeans,Apparel,1,52.95,39.96,0.0,52.95,39.96,4.47,1,2.5,6.02,0,New
ORD100107,2024-04-17 09:49:24,CUST1514,France,App,Social,Completed,P1035,Conditioner,Beauty,1,15.58,10.03,0.2,12.46,10.03,0.62,10,12.61,-10.8,0,Returning
ORD100107,2024-04-17 09:49:24,CUST1514,France,App,Social,Completed,P1016,Keyboard,Electronics,1,99.74,53.61,0.05,94.75,53.61,3.85,2,4.17,33.12,0,Returning
ORD100070,2024-04-17 20:16:29,CUST1261,Canada,Mobile,Email,Completed,P1030,Moisturizer,Beauty,2,27.97,13.31,0.05,53.14,26.62,5.67,1,3.19,17.66,0,Returning
ORD100180,2024-04-17 22:13:28,CUST1816,United States,Mobile,Social,Completed,P1012,Smart Watch,Electronics,1,124.84,77.99,0.0,124.84,77.99,3.8,1,2.52,40.53,0,Returning
ORD100180,2024-04-17 22:13:28,CUST1816,United States,Mobile,Social,Completed,P1021,Air Fryer,Home,1,35.48,24.15,0.0,35.48,24.15,4.29,2,4.02,3.02,0,Returning
ORD100531,2024-04-18 05:50:11,CUST1863,United Kingdom,Web,Social,Completed,P1025,Curtain,Home,1,42.22,25.72,0.05,40.11,25.72,4.02,4,5.45,4.92,0,Returning
ORD100924,2024-04-18 21:37:33,CUST1529,Germany,Mobile,PPC,Completed,P1015,Webcam,Electronics,1,108.75,74.1,0.05,103.31,74.1,3.48,3,5.42,20.31,0,Returning
ORD100875,2024-04-18 23:31:13,CUST1545,Canada,Mobile,Organic,Completed,P1011,Bluetooth Speaker,Electronics,1,110.69,87.3,0.0,110.69,87.3,0.63,2,3.61,19.15,0,New
ORD101024,2024-04-21 13:11:00,CUST1590,India,Mobile,Affiliate,Completed,P1010,Wireless Headphones,Electronics,1,110.73,77.69,0.0,110.73,77.69,1.22,4,4.16,27.66,0,Returning
ORD101024,2024-04-21 13:11:00,CUST1590,India,Mobile,Affiliate,Completed,P1027,Rug,Home,2,47.51,32.54,0.05,90.27,65.08,5.78,4,3.88,15.53,0,Returning
ORD101024,2024-04-21 13:11:00,CUST1590,India,Mobile,Affiliate,Completed,P1000,T-Shirt,Apparel,3,49.93,34.52,0.05,142.3,103.56,4.86,4,6.79,27.09,0,Returning
ORD100406,2024-04-21 18:08:05,CUST1832,Brazil,Mobile,Organic,Completed,P1027,Rug,Home,1,47.51,34.13,0.0,47.51,34.13,0.47,4,6.61,6.3,0,New
ORD100454,2024-04-21 19:02:23,CUST1375,Nigeria,Web,Organic,Completed,P1003,Sneakers,Apparel,2,70.46,55.91,0.0,140.92,111.82,0.24,7,4.82,24.04,0,Returning
ORD100454,2024-04-21 19:02:23,CUST1375,Nigeria,Web,Organic,Completed,P1036,Serum,Beauty,1,44.18,27.28,0.0,44.18,27.28,0.94,10,10.22,5.74,0,Returning
ORD101062,2024-04-25 00:43:59,CUST1576,United States,Mobile,Email,Completed,P1027,Rug,Home,1,47.51,27.12,0.05,45.13,27.12,2.29,1,2.74,12.98,0,Returning
ORD101062,2024-04-25 00:43:59,CUST1576,United States,Mobile,Email,Completed,P1008,Skirt,Apparel,3,30.61,21.53,0.0,91.83,64.59,5.46,3,3.14,18.64,0,Returning
ORD100110,2024-04-25 14:39:00,CUST1927,Nigeria,Web,Social,Completed,P1006,Socks,Apparel,2,71.58,45.43,0.0,143.16,90.86,0.67,3,3.68,47.95,0,Returning
ORD101049,2024-04-26 16:31:24,CUST1775,India,Mobile,PPC,Completed,P1034,Shampoo,Beauty,1,56.45,27.2,0.0,56.45,27.2,2.94,1,2.61,23.7,0,Loyal
ORD101049,2024-04-26 16:31:24,CUST1775,India,Mobile,PPC,Completed,P1026,Desk Lamp,Home,1,16.98,10.71,0.05,16.13,10.71,3.79,2,3.05,-1.42,0,Loyal
ORD101049,2024-04-26 16:31:24,CUST1775,India,Mobile,PPC,Completed,P1039,Hand Cream,Beauty,1,43.94,29.94,0.0,43.94,29.94,3.44,7,7.06,3.5,0,Loyal
ORD100699,2024-04-26 23:08:47,CUST1540,Canada,Web,Email,Completed,P1024,Throw Pillow,Home,2,29.11,20.18,0.0,58.22,40.36,1.72,1,2.44,13.7,0,Returning
ORD100517,2024-04-27 11:38:42,CUST1990,Brazil,Mobile,Social,Completed,P1002,Jeans,Apparel,1,52.95,30.89,0.0,52.95,30.89,5.87,3,4.71,11.48,0,New
ORD100847,2024-04-27 19:40:29,CUST1502,Nigeria,Mobile,PPC,Completed,P1035,Conditioner,Beauty,1,15.58,9.03,0.0,15.58,9.03,3.68,7,8.59,-5.72,0,Returning
ORD100632,2024-04-29 10:38:27,CUST1344,United Kingdom,Mobile,Affiliate,Returned,P1031,Sunscreen,Beauty,1,77.05,44.27,0.05,73.2,44.27,1.98,3,3.17,23.78,1,New
ORD100632,2024-04-29 10:38:27,CUST1344,United Kingdom,Mobile,Affiliate,Returned,P1037,Face Mask,Beauty,2,0.81,0.55,0.15,1.38,1.1,2.27,2,2.7,-4.69,1,New
ORD100644,2024-04-29 11:48:25,CUST1400,Nigeria,Mobile,Organic,Completed,P1018,Smart Light,Electronics,1,101.84,79.14,0.0,101.84,79.14,0.3,1,2.89,19.51,0,Returning
ORD100644,2024-04-29 11:48:25,CUST1400,Nigeria,Mobile,Organic,Completed,P1028,Cutlery Set,Home,1,27.99,20.35,0.0,27.99,20.35,0.87,4,3.39,3.38,0,Returning
ORD100644,2024-04-29 11:48:25,CUST1400,Nigeria,Mobile,Organic,Completed,P1032,Lipstick,Beauty,2,39.73,25.5,0.0,79.46,51.0,0.1,2,3.18,25.18,0,Returning
ORD100696,2024-04-30 04:58:07,CUST1061,India,Web,Social,Completed,P1004,Cap,Apparel,1,35.32,21.59,0.1,31.79,21.59,5.01,2,3.59,1.6,0,Returning
ORD100696,2024-04-30 04:58:07,CUST1061,India,Web,Social,Completed,P1000,T-Shirt,Apparel,2,49.93,38.74,0.0,99.86,77.48,2.53,5,4.45,15.4,0,Returning
ORD100535,2024-04-30 13:01:07,CUST1170,India,Mobile,Email,Completed,P1035,Conditioner,Beauty,2,15.58,9.46,0.05,29.6,18.92,1.46,1,2.57,6.65,0,New
ORD100135,2024-04-30 16:29:09,CUST1620,India,Web,Social,Completed,P1036,Serum,Beauty,1,44.18,29.41,0.0,44.18,29.41,5.06,3,4.5,5.21,0,Loyal
ORD100032,2024-05-01 19:54:49,CUST1074,United Kingdom,Mobile,PPC,Completed,P1010,Wireless Headphones,Electronics,2,110.73,84.42,0.0,221.46,168.84,5.16,4,6.39,41.07,0,Loyal
ORD100032,2024-05-01 19:54:49,CUST1074,United Kingdom,Mobile,PPC,Completed,P1035,Conditioner,Beauty,1,15.58,9.19,0.0,15.58,9.19,0.89,5,6.59,-1.09,0,Loyal
ORD100506,2024-05-01 22:23:52,CUST1315,Nigeria,App,PPC,Completed,P1013,Phone Case,Electronics,1,81.73,63.69,0.0,81.73,63.69,4.14,14,16.14,-2.24,0,Returning
ORD100506,2024-05-01 22:23:52,CUST1315,Nigeria,App,PPC,Completed,P1025,Curtain,Home,2,42.22,22.54,0.1,76.0,45.08,3.32,1,2.58,25.02,0,Returning
ORD100328,2024-05-02 10:22:13,CUST1915,Germany,Web,PPC,Completed,P1007,Dress,Apparel,2,55.35,30.05,0.05,105.16,60.1,1.38,1,3.05,40.63,0,Returning
ORD100328,2024-05-02 10:22:13,CUST1915,Germany,Web,PPC,Completed,P1003,Sneakers,Apparel,2,70.46,52.33,0.05,133.87,104.66,2.14,4,6.0,21.07,0,Returning
ORD100328,2024-05-02 10:22:13,CUST1915,Germany,Web,PPC,Completed,P1009,Blouse,Apparel,1,50.85,36.0,0.0,50.85,36.0,1.41,2,3.04,10.4,0,Returning
ORD100082,2024-05-02 14:49:23,CUST1525,Germany,Web,Organic,Completed,P1039,Hand Cream,Beauty,1,43.94,29.67,0.15,37.35,29.67,0.03,2,4.4,3.25,0,Returning
ORD100082,2024-05-02 14:49:23,CUST1525,Germany,Web,Organic,Completed,P1004,Cap,Apparel,1,35.32,27.13,0.05,33.55,27.13,0.66,1,2.57,3.19,0,Returning
ORD100635,2024-05-02 21:54:44,CUST1926,Nigeria,Web,PPC,Completed,P1034,Shampoo,Beauty,1,56.45,26.03,0.05,53.63,26.03,2.99,1,2.38,22.23,0,New
ORD100635,2024-05-02 21:54:44,CUST1926,Nigeria,Web,PPC,Completed,P1017,Mouse,Electronics,1,126.28,95.55,0.05,119.97,95.55,4.71,2,3.89,15.82,0,New
ORD101042,2024-05-04 02:50:42,CUST1189,Germany,Web,Organic,Completed,P1029,Storage Box,Home,1,34.17,24.31,0.0,34.17,24.31,0.39,3,3.9,5.57,0,New
ORD100933,2024-05-07 05:48:51,CUST1999,Spain,Web,PPC,Completed,P1001,Hoodie,Apparel,1,37.23,19.27,0.0,37.23,19.27,5.01,7,4.54,8.41,0,New
ORD100933,2024-05-07 05:48:51,CUST1999,Spain,Web,PPC,Completed,P1038,Body Lotion,Beauty,1,13.44,10.58,0.0,13.44,10.58,1.66,1,3.1,-1.9,0,New
ORD100621,2024-05-08 00:48:24,CUST1437,India,Mobile,Social,Completed,P1022,Vacuum,Home,1,41.35,29.12,0.0,41.35,29.12,1.54,4,4.87,5.82,0,Returning
ORD100735,2024-05-08 06:05:22,CUST1725,Germany,Web,PPC,Completed,P1011,Bluetooth Speaker,Electronics,2,110.69,65.3,0.0,221.38,130.6,1.16,2,2.91,86.71,0,Returning
ORD100364,2024-05-09 05:31:52,CUST1920,Canada,Web,Social,Completed,P1015,Webcam,Electronics,1,108.75,76.75,0.05,103.31,76.75,3.46,1,2.37,20.73,0,New
ORD100273,2024-05-09 15:07:56,CUST1421,United Kingdom,Web,PPC,Completed,P1036,Serum,Beauty,1,44.18,28.0,0.0,44.18,28.0,4.46,1,2.95,8.77,0,New
ORD100064,2024-05-10 11:21:35,CUST1781,France,Web,Organic,Completed,P1005,Jacket,Apparel,2,35.32,22.96,0.15,60.04,45.92,0.23,5,6.99,6.9,0,Loyal
ORD100355,2024-05-12 06:06:02,CUST1584,Canada,Web,Email,Completed,P1013,Phone Case,Electronics,1,81.73,37.15,0.1,73.56,37.15,5.53,1,2.89,27.99,0,Returning
ORD100355,2024-05-12 06:06:02,CUST1584,Canada,Web,Email,Completed,P1032,Lipstick,Beauty,1,39.73,18.56,0.0,39.73,18.56,1.32,2,3.89,15.96,0,Returning
ORD100629,2024-05-13 05:32:07,CUST1461,Germany,Web,Organic,Completed,P1012,Smart Watch,Electronics,1,124.84,64.56,0.0,124.84,64.56,0.98,2,4.17,55.13,0,Returning
ORD100629,2024-05-13 05:32:07,CUST1461,Germany,Web,Organic,Completed,P1034,Shampoo,Beauty,1,56.45,34.11,0.15,47.98,34.11,0.91,3,3.19,9.77,0,Returning
ORD100748,2024-05-14 03:21:13,CUST1833,Germany,Web,Social,Completed,P1010,Wireless Headphones,Electronics,1,110.73,67.42,0.0,110.73,67.42,0.92,2,3.51,38.88,0,New
ORD100748,2024-05-14 03:21:13,CUST1833,Germany,Web,Social,Completed,P1019,Fitness Band,Electronics,1,91.75,70.64,0.05,87.16,70.64,1.31,2,3.25,11.96,0,New
ORD100968,2024-05-14 08:38:00,CUST1641,Canada,Web,PPC,Completed,P1016,Keyboard,Electronics,1,99.74,47.34,0.1,89.77,47.34,0.69,4,3.77,37.97,0,Returning
ORD100571,2024-05-15 12:34:05,CUST1806,India,Mobile,Email,Completed,P1033,Perfume,Beauty,2,18.85,14.02,0.0,37.7,28.04,4.87,10,13.85,-9.06,0,Returning
ORD100571,2024-05-15 12:34:05,CUST1806,India,Mobile,Email,Completed,P1024,Throw Pillow,Home,1,29.11,16.93,0.0,29.11,16.93,3.61,7,6.54,2.03,0,Returning
ORD100571,2024-05-15 12:34:05,CUST1806,India,Mobile,Email,Completed,P1007,Dress,Apparel,1,55.35,33.53,0.0,55.35,33.53,0.74,3,5.52,15.56,0,Returning
ORD101055,2024-05-16 19:06:30,CUST1447,United Kingdom,Web,Organic,Completed,P1021,Air Fryer,Home,2,35.48,16.64,0.0,70.96,33.28,0.85,3,3.65,33.18,0,New
ORD101069,2024-05-16 21:48:25,CUST1563,France,Web,Email,Returned,P1020,Coffee Maker,Home,1,69.31,39.78,0.1,62.38,39.78,3.63,4,5.79,13.18,1,Returning
ORD101069,2024-05-16 21:48:25,CUST1563,France,Web,Email,Returned,P1007,Dress,Apparel,1,55.35,39.42,0.2,44.28,39.42,4.51,10,9.71,-9.36,1,Returning
ORD101069,2024-05-16 21:48:25,CUST1563,France,Web,Email,Returned,P1001,Hoodie,Apparel,1,37.23,22.07,0.15,31.65,22.07,3.02,3,4.25,2.31,1,Returning
ORD101069,2024-05-16 21:48:25,CUST1563,France,Web,Email,Returned,P1036,Serum,Beauty,1,44.18,32.33,0.0,44.18,32.33,1.24,7,7.88,2.73,1,Returning
ORD100122,2024-05-17 06:07:08,CUST1873,Nigeria,Web,PPC,Completed,P1036,Serum,Beauty,1,44.18,30.71,0.2,35.34,30.71,1.04,5,5.13,-1.54,0,Loyal
ORD100122,2024-05-17 06:07:08,CUST1873,Nigeria,Web,PPC,Completed,P1014,Portable Charger,Electronics,1,85.5,59.71,0.0,85.5,59.71,3.3,3,3.68,18.81,0,Loyal
ORD100122,2024-05-17 06:07:08,CUST1873,Nigeria,Web,PPC,Completed,P1000,T-Shirt,Apparel,1,49.93,39.38,0.0,49.93,39.38,5.92,10,11.01,-6.38,0,Loyal
ORD100122,2024-05-17 06:07:08,CUST1873,Nigeria,Web,PPC,Completed,P1027,Rug,Home,3,47.51,26.37,0.0,142.53,79.11,0.95,4,5.75,56.72,0,Loyal
ORD100291,2024-05-17 18:35:22,CUST1074,Brazil,Web,Organic,Completed,P1038,Body Lotion,Beauty,1,13.44,8.42,0.1,12.1,8.42,0.42,1,2.78,0.48,0,Loyal
ORD100381,2024-05-18 15:08:10,CUST1197,United States,Web,Affiliate,Cancelled,P1015,Webcam,Electronics,3,108.75,65.66,0.0,326.25,196.98,3.7,1,2.92,122.65,0,Returning
ORD100381,2024-05-18 15:08:10,CUST1197,United States,Web,Affiliate,Cancelled,P1038,Body Lotion,Beauty,1,13.44,7.01,0.0,13.44,7.01,1.06,4,6.64,-1.27,0,Returning
ORD100381,2024-05-18 15:08:10,CUST1197,United States,Web,Affiliate,Cancelled,P1000,T-Shirt,Apparel,1,49.93,26.36,0.0,49.93,26.36,4.03,7,5.38,14.16,0,Returning
ORD100394,2024-05-23 16:46:40,CUST1509,France,Web,PPC,Cancelled,P1007,Dress,Apparel,3,55.35,27.19,0.0,166.05,81.57,5.09,4,6.08,73.31,0,Returning
ORD100394,2024-05-23 16:46:40,CUST1509,France,Web,PPC,Cancelled,P1029,Storage Box,Home,3,34.17,15.4,0.0,102.51,46.2,0.14,5,6.31,49.86,0,Returning
ORD100831,2024-05-23 23:25:23,CUST1781,France,Web,Organic,Completed,P1036,Serum,Beauty,1,44.18,33.25,0.0,44.18,33.25,0.49,5,4.62,5.82,0,Loyal
ORD100831,2024-05-23 23:25:23,CUST1781,France,Web,Organic,Completed,P1003,Sneakers,Apparel,2,70.46,47.56,0.0,140.92,95.12,0.33,3,5.09,40.38,0,Loyal
ORD100831,2024-05-23 23:25:23,CUST1781,France,Web,Organic,Completed,P1014,Portable Charger,Electronics,1,85.5,67.68,0.0,85.5,67.68,0.1,1,2.45,15.27,0,Loyal
ORD100831,2024-05-23 23:25:23,CUST1781,France,Web,Organic,Completed,P1019,Fitness Band,Electronics,1,91.75,48.74,0.0,91.75,48.74,0.37,4,5.23,37.41,0,Loyal
ORD101117,2024-05-24 00:07:25,CUST1604,Nigeria,Web,Organic,Completed,P1031,Sunscreen,Beauty,1,77.05,37.91,0.0,77.05,37.91,0.67,1,2.42,36.05,0,Returning
ORD100131,2024-05-25 09:31:01,CUST1092,Spain,Web,Affiliate,Completed,P1034,Shampoo,Beauty,1,56.45,26.4,0.0,56.45,26.4,2.97,2,4.19,22.89,0,Returning
ORD100334,2024-05-26 04:57:54,CUST1645,France,Mobile,PPC,Completed,P1024,Throw Pillow,Home,1,29.11,18.88,0.05,27.65,18.88,2.39,1,2.92,3.46,0,Returning
ORD100784,2024-05-27 09:25:39,CUST1058,France,Mobile,PPC,Cancelled,P1017,Mouse,Electronics,2,126.28,85.7,0.0,252.56,171.4,0.19,1,2.68,78.29,0,Returning
ORD100784,2024-05-27 09:25:39,CUST1058,France,Mobile,PPC,Cancelled,P1032,Lipstick,Beauty,3,39.73,20.67,0.0,119.19,62.01,5.33,2,2.71,49.14,0,Returning
ORD100784,2024-05-27 09:25:39,CUST1058,France,Mobile,PPC,Cancelled,P1019,Fitness Band,Electronics,1,91.75,47.85,0.15,77.99,47.85,4.9,4,4.39,20.85,0,Returning
ORD100627,2024-05-27 17:42:56,CUST1391,Germany,Mobile,PPC,Completed,P1011,Bluetooth Speaker,Electronics,1,110.69,54.04,0.0,110.69,54.04,3.44,2,4.04,49.17,0,Returning
ORD100627,2024-05-27 17:42:56,CUST1391,Germany,Mobile,PPC,Completed,P1030,Moisturizer,Beauty,3,27.97,20.56,0.0,83.91,61.68,1.61,1,2.49,18.13,0,Returning
ORD100627,2024-05-27 17:42:56,CUST1391,Germany,Mobile,PPC,Completed,P1009,Blouse,Apparel,2,50.85,36.2,0.0,101.7,72.4,4.19,4,3.22,21.89,0,Returning
ORD100883,2024-05-27 20:07:51,CUST1618,India,Mobile,Social,Completed,P1024,Throw Pillow,Home,1,29.11,13.81,0.0,29.11,13.81,4.49,10,11.14,-0.33,0,New
ORD101143,2024-05-28 19:50:02,CUST1321,United Kingdom,Web,Email,Completed,P1036,Serum,Beauty,1,44.18,19.92,0.0,44.18,19.92,1.57,4,4.08,18.61,0,Returning
ORD100681,2024-05-30 22:46:33,CUST1265,United States,Web,PPC,Completed,P1038,Body Lotion,Beauty,1,13.44,6.26,0.0,13.44,6.26,1.43,2,2.67,3.08,0,New
ORD100147,2024-05-31 14:17:12,CUST1828,Nigeria,Web,Email,Completed,P1003,Sneakers,Apparel,1,70.46,49.87,0.0,70.46,49.87,4.74,10,10.11,5.74,0,New
ORD101142,2024-05-31 20:18:48,CUST1299,United States,Web,Social,Completed,P1014,Portable Charger,Electronics,1,85.5,40.77,0.05,81.22,40.77,1.05,5,6.93,32.47,0,Returning
ORD101142,2024-05-31 20:18:48,CUST1299,United States,Web,Social,Completed,P1025,Curtain,Home,1,42.22,26.04,0.05,40.11,26.04,2.95,1,3.12,8.0,0,Returning
